,policy_id,age,gender,vehicle_type,vehicle_age,annual_premium,num_claims,claim_amount,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42
10,11,36,male,truck,9,684.5177598921032,2,15372.356966033467,51.286287937699115,50.835548756459225,28.28859097863652,67.08266807759354,87.91102238929648,82.5214945751843,31.332380357679167,1.5774389771445962,87.24556312513081,92.48722554334101,82.91320296483981,55.33427748141682,21.81749762779721,20.46928295829813,95.00987190378207,17.88787388826426,28.16641021115418,38.7185712611146,84.29319569539857,31.302380295582733,40.524799117197084,73.64520537055205,41.85400284000711,72.35425240500321,57.31794337584197,9.216284169831102,30.540308348005684,31.751186383764274,38.62943041969466,84.90015510753194,46.66004777120077,37.84159835570849,35.01843831914054,23.537869006838463,55.705287488085276,32.80163444891474,51.199849703583176,58.87502394957582,37.89758272723296,1.9310685553388662,12.867520631258177,9.35509826226042
11,12,40,female,motorcycle,6,4370.932410939897,6,88918.92010975424,84.4797581188146,99.18317924636303,89.48692007055197,70.30939037594328,81.27568532971596,14.272185396853809,59.81410653705329,82.39850584517123,87.66795187083261,92.03763503214917,71.67764548342262,24.521957838737595,79.79765793381858,77.62250528720227,70.2739488390535,64.97996268787428,57.44275972572762,19.72019988510333,96.66574372925297,71.3381111163138,35.60417107030245,56.48986859407367,2.5158782461582763,3.1246618969337447,46.92019873527556,89.39622254954016,10.59905484499587,83.64290545484792,34.84633326727655,69.60563292662435,57.56368376241462,0.5833202985848995,39.9561263228985,7.3195211318370035,1.7293532743372753,76.82016656399301,71.07249600063179,25.988934774124328,79.98414364993273,46.47547351933574,87.96062331144154,39.95889533387417
12,13,28,male,truck,13,3472.393491632774,0,70716.18918601667,7.960507699250563,26.610795616929916,2.4206044422529827,29.148413684253647,66.48000438670849,30.954199186208808,43.624991170981644,87.88009580859264,70.07795395472368,28.7905904397483,3.2578382392174476,35.37959854689051,18.988198622586772,27.577261430202114,32.0172290621358,84.69665417076332,1.3073619605447284,60.646368517556496,71.25084212988676,14.761375622673656,56.235132885898,19.452901157905124,95.58370369750374,9.890026106951932,74.26769177482193,85.43515668005308,83.30565967356205,73.28515796555052,43.226700351351134,64.03424314764929,88.80043671973075,33.630293237565404,78.22899549601213,18.056032390094146,81.80083686608525,2.8285656964914363,61.24887597627473,8.994619640338808,96.89846671740135,65.99837671255581,5.750592376888431,39.498447529691816
13,14,28,male,truck,2,742.0718848928542,0,15905.774824568789,70.69563184934226,83.3191659785454,34.86024694428457,47.03715673848665,33.91308154847027,56.91069803628038,98.08433682238984,68.18729434967669,65.57244745924983,73.56209777598849,37.35204182403614,63.85727377056324,72.13665637012986,49.928340116305314,31.985049284574963,31.25587034702625,47.5218342372429,74.12511707164869,41.906809984307024,34.087938030723805,99.61980495856946,7.640572717479199,7.093247205258124,33.48415287402284,99.98392904764046,97.08615088767567,76.25815268701596,19.874768752585304,40.12581828544987,35.65321256191839,77.17563642269987,87.26527564375296,18.709081572960272,36.39430777212215,84.60339714897869,88.53462881246472,34.20834627337344,20.55855399572819,93.30607982526827,51.179597646251075,9.320352415092437,14.615639456356622
14,15,41,male,motorcycle,8,4241.95729951318,6,86688.1142409447,65.43464596528577,42.67903721939194,72.1800421549856,95.62459558696672,7.050495556825731,24.599260007125423,35.625304289880134,54.10678586568224,73.36884592758568,77.55190805238095,63.18896722018543,58.97554177893252,33.30746796251973,31.199861440918376,86.14923797186252,57.77914549604905,8.601363557203568,13.086106632466056,94.84001753454244,2.0231461705112253,25.584884878662972,59.32490154026257,61.01630660198326,7.396753314867766,71.05383592741634,70.64656143438098,82.06290338183034,93.87307665032205,25.805080474789133,37.672741478997864,29.99769593994477,95.19388936925098,1.0071855444557465,24.543768919213537,39.98506607854525,44.09025247928137,82.32999077257439,91.36573776743579,54.5452004839966,86.52823020836145,81.68474040150763,80.71234173690544
15,16,70,male,truck,2,1362.7098455579212,9,29504.009077066603,87.25199518293624,64.87351388757342,8.008950967116125,76.67052379968149,58.00384879009225,49.714046375220136,61.389584220791335,96.07378388994714,36.598690100280706,80.88230999827948,52.2250524356765,13.677478812133348,58.31199948890083,92.152685639754,90.28401284526588,73.03052769810532,42.89449978103297,79.7621514684534,96.85720150491983,72.17550032259912,70.49571225749915,2.52118322394288,10.220321173051538,98.7589709495422,67.8050416039323,64.54645462120159,29.9694531685612,68.34790069924235,99.08462741660128,84.55611905103042,74.34841760633188,56.051664261245314,90.88383447299053,57.273519999051516,22.907807348101073,50.42286149153811,10.50587566999982,1.0700590070485405,35.48165263951864,49.40500868803226,55.69746684173562,50.013476450326245
16,17,53,male,motorcycle,4,2495.647444137073,8,51984.132568996676,24.414756050690723,72.7268470452434,18.316952742829262,96.95568752231853,71.96945714608376,80.93428287387023,31.165110060965173,11.995620774819194,40.45192467506254,57.07622847514801,31.931832649784386,84.49494735661027,3.866181432173843,53.657701778343416,89.15732810387438,39.8487689139335,10.96118079986772,20.859332001255794,93.51167434991574,88.06830470511753,75.79949977756706,6.546448486411283,28.414767858956836,58.04122081451776,65.44377156800809,92.34966378957766,70.36616256009704,94.86331032375814,81.0546455704739,71.34838782612906,54.939108297329994,30.63601030410258,50.54782555418728,61.39056609119301,97.81492669420632,63.42781576640705,14.25546929981627,13.346138488702108,43.37323074641088,46.23800607161175,39.17270734234729,10.90598623102117
17,18,57,female,truck,15,896.9432618463694,6,20589.135767430183,45.010985868502964,63.37540871903363,58.928572786285116,74.62543451462884,9.424035047724743,47.05379347902748,99.05949802106568,73.79100536649891,55.37047228887053,1.05079980995878,14.442391550977652,47.51889122470154,49.524443435425745,69.61735148560209,80.87402925663275,6.6325611338067585,95.54798069454151,49.167729290846,41.181900231008065,56.852831768803426,58.44984796796623,70.22190819667006,18.581745729879472,48.73436711429841,69.52116698473576,94.63931448063244,21.992284774856497,20.19111721934085,26.792325950755014,67.0316580352311,77.91812869319703,46.60642481797777,34.95271300997138,57.0066074837108,55.16235823929184,27.438574833091078,40.415956677325426,75.80396351217694,33.015645477112564,30.967718013612355,55.34484346107584,9.872020850276453
18,19,41,male,car,4,3608.528270824192,9,73662.30169014688,92.58273744435174,14.050730310859327,55.999367146355794,17.56001397085174,63.376765979849594,94.8977344119596,44.51110347201281,12.836061289519785,93.80281273644674,76.16762854462486,55.29965826889216,16.236922452639302,14.868789470206323,8.347610469710798,81.9032020836373,22.918491092778524,52.306795740772785,85.64824498781529,78.9707673968847,2.5872105892631003,9.7475687901181,53.887384140130315,55.371691515887676,78.55117848990439,34.211246743083244,87.74878428836026,1.1311536261484623,86.97050943986339,98.17248010269289,3.06493284497773,41.10495948178629,23.620352703067237,81.90455796195405,8.491903590365125,51.61796855098325,59.73874914497078,70.2243313691413,97.98608413992362,44.17242089046702,83.76137039750985,87.87476942301424,44.59644839448653
19,20,20,female,motorcycle,13,3400.901220868486,4,69264.85448784262,65.99934501353172,44.29510107479327,73.8928296130955,6.453588384467624,28.636606788715856,84.75006203763417,63.412881086680294,38.18447989234157,72.39998741195626,10.659744982935004,28.5917575862213,12.282654257472924,48.63202272490265,4.033598753275214,57.27679028775595,88.30658080886833,91.32179852766433,19.342451104269255,65.417935903406,21.76253125495331,57.23734973452973,32.62952656543769,88.70753451221,97.69592068119898,32.02197436664187,86.14728438198227,86.6488775635668,66.80728204156352,1.5530138046879305,18.43196356387107,9.18933169980195,16.81256942491721,2.6294913195230696,66.68603199664621,94.60742942387682,69.30389468500081,69.41856780972648,68.81852955024212,1.2972991206047002,90.35986711203712,75.71323082983231,11.683646325072871
20,21,39,female,truck,12,1213.3398615974538,7,26039.73677975759,38.87684128615969,56.143837793312436,81.26126390881718,57.76614367196636,76.42442212198117,33.30392353633942,12.672167095267707,58.548450917097874,55.09892444962233,11.687138622040184,23.300048980899636,96.55517746451302,14.13591308861497,25.92281950671309,2.8231052949068136,82.44802662548949,2.2366222965765847,24.18846479827875,17.970666588558682,43.84691352949282,95.34644756724873,53.92279426684237,63.56223077977161,95.51300000847746,78.43379782705064,67.1703255443728,52.3525487055993,55.22865937826461,43.78976367294173,96.262446023701,61.848776927257084,49.353527643203265,20.229082113868223,38.45794846816464,40.80971122960052,11.793144993594485,36.65234427163578,92.23344868268032,5.521438490102404,97.79187363071487,69.16073411640309,56.11961203125979
21,22,70,male,truck,13,4344.323680913609,1,89646.47282437459,13.141238285526846,84.90437591785968,12.857957851166912,35.78132797026095,53.9615850601837,39.99621245839378,73.30242148636582,73.70876905043524,77.04130148967145,60.56248026461527,39.89582270549336,28.1535111173546,43.70891201393709,30.91342922536541,8.677328205899492,8.653252882391705,63.76532838818979,6.277115649919152,53.5514901677154,58.75812205614855,34.20601443886735,59.16493275249195,66.41880195062606,79.30648847886961,5.308801735296553,0.16059472396448005,98.36533374820884,82.05128998610388,56.94851970612175,45.437124979018776,55.7037560644139,73.66839888607119,15.528806247488614,87.81587772581076,84.81359982246404,52.04707805884847,69.6607904449187,85.52357567109635,77.13370369028104,98.120899609396,97.68855899970605,38.50156348632067
22,23,19,male,car,14,2126.2689162546185,8,44174.967833497154,26.248500790059104,44.36457487985723,1.8380989775242051,27.545791013817023,12.90367878104367,42.332672702252715,26.9210057875622,0.3716100271983991,37.089031223842504,98.35205210253017,78.54914332142687,90.85935879163759,11.062082023228836,68.76805411799019,64.95532494062,22.39487233672408,30.695450192662022,14.661411178313044,74.76910091286369,49.62763424704711,63.96881263794283,56.52858662444664,90.89314962133027,37.71742369608765,75.92477382033839,42.95170503296527,38.50356949037468,63.28638868457098,3.758662211164465,78.1393230224238,95.3603531547857,22.246482603787086,73.783068425607,52.56143689854933,70.06510846897459,32.94201361414347,6.058577525273079,47.9970151939664,33.481305665436686,98.04236260839613,52.13067652302615,91.96743423336451
23,24,41,male,motorcycle,18,1604.0724371395606,5,34498.83741656184,58.121547748938326,91.87473048042514,68.96385196589061,80.72109964254174,52.6519447733236,62.61794529245147,44.861325282967194,26.05978863717762,73.04667011443706,24.253947326579983,48.78535023663122,41.05852987689389,21.995151773429576,56.913050271244124,40.1165160327027,76.916528212332,43.182899596523626,14.652581978136869,89.59122759653094,91.58660464112714,95.93977324252482,64.25540115154905,74.94252279711053,6.59594915779067,81.38415851695684,63.56627711793475,95.68730069894703,66.96001605521047,16.10371907038014,38.93252262224234,16.21301391467457,90.95373129917057,31.208675068296632,8.451466885783098,96.77153721238093,55.73577256706515,29.00219498248604,33.35232453578551,79.4406216218594,71.19589144237278,0.6324074454095996,41.89101021143035
24,25,61,male,truck,6,931.1820294297702,8,20936.938299825666,71.81679475605137,44.037422302521065,30.13917957663592,36.69932670819473,39.57368633667186,28.679572918853978,88.31330623274579,53.82003914098203,41.067624828270034,64.58108800512076,21.649221049866995,38.59214304531903,59.50789355038547,37.45796069349853,56.73096308415862,48.589823198882,87.30873952146896,20.34275021541375,86.25983704065536,93.86363164015053,79.79902812347468,94.02881001903673,86.59558363840327,9.837697772908117,52.15979595862677,54.71273804446047,61.50572634725594,25.36705842560909,25.813108218529692,76.4322877143172,65.61329442444077,16.82276387506668,77.29067455395216,0.9218089500557247,42.86509425513522,2.1294287496887,69.37733132741121,63.22378637099175,47.994425495381535,56.265290213025345,42.90328772405101,61.44301630724299
25,26,47,female,car,11,1477.60646007458,1,31886.28801278409,12.442188685189349,54.877985926301164,62.59839139179536,31.70009697343039,18.03559682816519,96.92491388225086,97.05525148851014,53.2873679161507,27.96614070149861,30.3653645737601,11.690314228004839,70.0928969649432,97.66606372101421,65.41174841780108,23.107762262212873,75.99670316957243,98.00210947587448,28.62003970649839,15.46585001854821,10.715246253916554,68.83077296970428,38.877752008402545,41.63920918598654,0.11523407945874808,91.01480954130152,82.11266298908724,51.22050718368634,81.70536886312914,72.0227057706293,11.921256810551107,47.407346071437615,55.841157646421415,4.147644393759508,70.25122923976932,90.76258883168474,74.26803562111681,18.404140104189725,53.355341095402174,80.59174124811327,17.234446381666434,9.657194211786535,81.13541510573855
26,27,55,male,truck,2,305.7292218743216,2,8113.042108955321,59.9597260044054,79.6285682942801,15.05445880622247,84.99875931690104,84.15157240621231,60.86842206035009,42.4572101840357,63.7626434946264,60.972404752229245,89.87261136105296,49.898726377479996,0.9883287775461436,44.9184768391972,16.356574733628715,64.9417173643192,21.10924716621465,24.649195443335238,81.49833644785409,48.803324648521084,13.839087820733864,97.11488787683142,30.115141345757614,86.53563377721201,0.1902843224855899,47.308743714718446,81.89022765141299,30.28096031797474,65.03027023273145,93.97435288652754,4.2128019627297615,37.892245603229405,77.6383258536333,60.811557780015846,40.05107362776994,56.88807171590883,16.84045045467143,21.271202860845662,2.5829319644252724,66.35845595895944,76.70631790430608,11.645378387255201,30.287613117355193
27,28,19,male,motorcycle,19,2999.6359637893547,7,61552.12057252514,55.0351278838751,58.30676844221436,46.904004666596286,84.62873364864602,1.10284484991362,39.940165874113355,83.48026679544999,30.385358086822244,68.68775596501845,59.35168921138641,79.43663984222346,33.80895216303905,68.71736926095025,6.34896948147059,24.282954419334068,95.26981391702748,94.82532853533017,91.57638641811174,47.8268629460785,35.805491223239805,17.05829552988002,3.8434911030169716,64.58613885658445,93.6421798933462,17.808666809584437,59.86820094616056,82.52763412727408,84.43891787008013,62.45350868679316,46.61765715206185,79.45675639553158,21.338848268893962,31.82207243735582,28.799587367802427,47.587647242407805,68.93869476548423,8.688261893481608,95.7297170082506,20.10012257612995,73.48801466974444,25.490091204083154,51.18885000256152
28,29,77,male,truck,19,4242.70758245095,0,88228.5449856056,51.3955446690708,96.02180723828246,50.44247460634369,35.63666377550566,31.212827687810595,64.50098154915673,5.3348994549860755,54.05292510889357,45.929356117956424,20.747732765647086,65.28180236539404,30.26457121918089,53.94246710443752,85.45050923182005,46.0812797975354,78.36074487998992,68.87269488817192,40.628060922895024,89.87370618979223,42.123488190059454,77.27487884998386,14.707305685676687,13.560778274133812,92.70169692074991,36.13986487066728,2.1994053259063673,82.87947463711231,35.15269655433837,56.2661591010292,59.164619672449504,81.06502702634909,29.644444696772045,18.691993525830597,44.71790409264441,30.5663544530261,76.8814912152753,36.44710161433977,57.0247365473678,44.77225497215448,84.24021577026167,38.13672007981792,12.09399858172321
29,30,38,male,truck,5,2835.106157319881,9,58454.297517324405,69.01231176820079,66.03358305141276,58.50778163732161,83.24987009859662,1.2595038169426753,39.54050105297077,84.75740297902625,18.978677743457638,56.55007313555015,26.21310504454283,23.214888014324963,86.80980942840463,49.835793429443775,56.39461282688776,47.8719899591182,19.745232482600805,95.14139143572707,12.820895198831083,0.19373091368668494,58.606669266112554,40.68357673227734,10.624981588114268,3.871250836706608,66.7553799704802,90.58675059310862,36.93299523347178,41.692953220351136,33.171012240572296,53.6759119975797,32.370189130644135,71.46005883484328,5.14842488332855,81.67649924177589,7.239289422313744,55.26980163181416,75.26119924438215,82.49272405931733,87.44917916776693,70.43324318897024,46.245107549564764,48.159958290106964,43.276939769711284
30,31,50,male,truck,19,1252.5150172346034,6,27578.033861666052,83.74495950834618,52.270945406760106,51.317001633056435,85.07784903326605,9.60069465061527,81.77956809794189,62.951032215264966,18.687221440345546,69.40660748559569,43.2480730418121,43.67065856894923,52.91235390207832,6.470419683985118,64.90952736374213,17.76682298391592,55.84492006799889,56.236699862121,22.380992509553067,73.87135376269276,77.31597497876567,36.04316876805043,33.54441868724622,24.403441368578438,72.66767242203025,99.3738288324387,22.881658534347395,72.72931419439783,2.3902964598464194,35.07036498110017,71.60046279797784,8.360150073597062,94.39483968603064,41.2250123596567,39.198433474264306,57.255194595725335,81.75020945837637,83.6359123822719,73.46301710043245,33.06170650815902,89.2421458230369,16.98200655948201,37.582132382649846
31,32,29,male,truck,2,361.61205542658905,6,8220.727075599783,32.298968317686835,2.3591967780795864,49.56907702287139,42.39305350296662,29.709621917308105,56.78409605517213,48.8706168391602,57.656396342260685,76.77100515575094,12.20435620298127,85.52303633440688,36.45701572242519,14.429740227527944,30.724225074957413,87.62077263876397,11.309712809625783,96.07562849914706,73.62059768552255,61.86415165462653,13.576770556174257,52.06725144019604,60.99907288150555,37.83496488266912,51.32084566500378,42.18539669894834,33.878810875525076,44.723793577827195,76.86053267945152,82.77143461371972,49.581964888728415,34.511071398874016,48.69721933773362,57.162959721010964,31.469975830230535,89.83911360076262,30.774515118148436,86.23625328008345,34.083299336553985,19.330218978540437,71.8674344914115,31.17203791969756,42.81890727957421
32,33,75,female,car,10,1230.2147516422538,0,27718.941919820027,88.90121901109595,41.37328975803298,33.27341539838555,6.6473130209171565,5.427118538937359,4.197050340606701,88.99637051372477,68.5472585045341,89.55714790830763,7.873336826348165,17.76559078528389,26.60793102997181,88.30577292325673,37.19549577376997,52.582105627312,36.143481512650254,89.24554581474337,67.74255192128898,92.15714731765662,80.26396960775403,3.375105877745821,4.633389113458342,83.75678660808568,23.784225608833243,16.684654559365786,61.72926545160619,73.96592944666763,33.03143870917516,54.07674382362592,92.83168475434425,4.675018532118891,6.430617505369707,3.30838437795421,80.01891394323478,70.40621292843207,96.71131653352923,3.6704029488881518,90.11579922010881,53.98609229675808,17.112533774880532,27.65394232932564,10.741024569582436
33,34,39,female,car,2,2197.382854741243,8,45407.26640893521,16.063361261855068,29.924841926016043,7.118023631808623,0.15846444663401016,59.663053235714116,17.675686742346073,84.53372225064139,12.039996668128794,35.454420626432814,68.00613957479561,53.208057068289705,59.05098088106291,41.01643150418033,8.236744715297572,86.6783777938346,65.96213684755207,12.859174122544603,96.72073016056905,45.6917350331738,61.002831347531405,31.252962092836277,72.76650044546848,74.12445570252967,91.43850491088091,28.632928023413783,6.646190268272756,99.4190156718625,32.721230970582695,23.01031793237227,8.49905174802289,34.36811886005802,83.01268131689851,79.16245172784302,17.48540076854154,82.64736578484064,2.3818175134068587,99.3488705886604,79.0422353104785,27.364815369819638,20.69035169296971,36.524745187621086,39.84006820853855
34,35,78,male,motorcycle,11,3846.134857759023,7,80091.86292130605,17.302386975116434,74.81056678874893,8.95201967968423,52.3292462888995,8.686290798618279,86.49939730295347,29.6945095953572,12.278990190422334,95.14772528525936,40.71650620891203,35.62315087608415,15.167314054336467,61.4332476584791,85.69881878017735,26.253569549592402,33.01276879287717,31.078992710173047,1.4488680595083236,65.76722498755007,98.08844607950016,16.62154945234119,39.74329499777392,95.53757278069176,27.769146735935003,55.3296342513964,2.2242049048971535,26.249631376411166,68.86845154747697,13.683120816407811,6.656836440108005,64.79177785881512,56.93441590496388,28.68825455387266,75.63169035281364,76.91300364037191,48.12000961148877,50.264123895466696,42.97916269038856,59.43421651163921,81.42655210353152,10.799055471217322,87.02668270108319
35,36,61,male,car,18,1101.6456921813156,3,24650.49981307135,26.67720636239239,20.82776751535458,43.377827440715365,34.40754933703557,70.17136340660952,56.289982635678996,79.14883823447575,56.53026914604504,63.72798101230875,72.6225791870277,12.417975482951938,24.62047685087816,52.82332327149584,59.24394500789349,17.233594546814057,65.67583957579679,24.306319151251188,75.07587602823568,97.27470304215423,65.11676780825323,13.869089941730472,96.35045157884547,55.9174798746506,73.96712609496345,57.209591827714654,43.68729159803044,63.4052457179731,25.28689767727943,98.55125148618691,90.5121852246986,51.8706771880733,5.528471753846853,69.34061377715352,50.04025325576704,27.664655350298084,27.02849383422956,87.27270303317354,84.04782480032222,27.173440132604476,42.56934085604694,39.73409565347688,93.70550941381522
